,RIAGENDR,RIDAGEMN,RIDRETH1,HIGHEST_EDUCATION,RETIRED
6843,1.0,6.0,4.0,ELEMENTARY,0.0
6847,1.0,69.0,4.0,ELEMENTARY,0.0
6848,2.0,45.0,3.0,ELEMENTARY,0.0
6852,1.0,14.0,3.0,ELEMENTARY,0.0
6856,2.0,9.0,1.0,ELEMENTARY,0.0
6862,1.0,265.0,3.0,OTHERS,0.0
6863,2.0,55.0,3.0,ELEMENTARY,0.0
6867,2.0,899.0,3.0,HIGHSCHOOL,1.0
6872,2.0,42.0,4.0,ELEMENTARY,0.0
6876,2.0,20.0,3.0,ELEMENTARY,0.0
6878,1.0,34.0,1.0,ELEMENTARY,0.0
6885,2.0,11.0,4.0,ELEMENTARY,0.0
6886,1.0,35.0,1.0,ELEMENTARY,0.0
6891,1.0,27.0,1.0,ELEMENTARY,0.0
6893,1.0,22.0,4.0,ELEMENTARY,0.0
6895,2.0,357.0,3.0,COLLEGE,0.0
6899,2.0,7.0,3.0,ELEMENTARY,0.0
6903,2.0,7.0,1.0,ELEMENTARY,0.0
6904,2.0,27.0,1.0,ELEMENTARY,0.0
6908,1.0,200.0,2.0,ELEMENTARY,0.0
6909,2.0,5.0,5.0,ELEMENTARY,0.0
6913,2.0,805.0,4.0,ELEMENTARY,0.0
6914,1.0,10.0,1.0,ELEMENTARY,0.0
6919,2.0,5.397605346934028e-79,2.0,ELEMENTARY,0.0
6920,1.0,19.0,5.0,ELEMENTARY,0.0
6932,1.0,3.0,1.0,ELEMENTARY,0.0
6934,1.0,267.0,3.0,OTHERS,0.0
6943,1.0,18.0,3.0,ELEMENTARY,0.0
6945,1.0,45.0,1.0,ELEMENTARY,0.0
6949,2.0,1068.0,3.0,ELEMENTARY,1.0
6966,1.0,4.0,1.0,ELEMENTARY,0.0
6967,2.0,28.0,1.0,ELEMENTARY,0.0
6969,1.0,98.0,1.0,ELEMENTARY,0.0
6972,2.0,28.0,3.0,ELEMENTARY,0.0
6974,2.0,33.0,1.0,ELEMENTARY,0.0
6976,1.0,2.0,1.0,ELEMENTARY,0.0
6982,1.0,10.0,1.0,ELEMENTARY,0.0
7000,2.0,37.0,1.0,ELEMENTARY,0.0
7006,2.0,21.0,4.0,ELEMENTARY,0.0
7014,2.0,861.0,1.0,ELEMENTARY,1.0
7015,1.0,13.0,4.0,ELEMENTARY,0.0
7033,2.0,5.0,5.0,ELEMENTARY,0.0
7037,1.0,18.0,3.0,ELEMENTARY,0.0
7040,1.0,8.0,1.0,ELEMENTARY,0.0
7045,2.0,44.0,5.0,ELEMENTARY,0.0
7053,1.0,69.0,1.0,ELEMENTARY,0.0
7068,2.0,50.0,3.0,ELEMENTARY,0.0
7075,1.0,42.0,5.0,ELEMENTARY,0.0
7083,1.0,39.0,4.0,ELEMENTARY,0.0
7084,1.0,455.0,5.0,COLLEGE,0.0
7086,2.0,36.0,4.0,ELEMENTARY,0.0
7090,1.0,21.0,1.0,ELEMENTARY,0.0
7091,2.0,22.0,1.0,ELEMENTARY,0.0
7094,2.0,18.0,5.0,ELEMENTARY,0.0
7097,2.0,71.0,4.0,ELEMENTARY,0.0
7100,1.0,444.0,3.0,HIGHSCHOOL,0.0
7101,1.0,20.0,3.0,ELEMENTARY,0.0
7102,1.0,63.0,4.0,ELEMENTARY,0.0
7117,2.0,29.0,5.0,ELEMENTARY,0.0
7125,1.0,16.0,3.0,ELEMENTARY,0.0
7126,1.0,51.0,3.0,ELEMENTARY,0.0
7128,2.0,15.0,1.0,ELEMENTARY,0.0
7129,1.0,13.0,1.0,ELEMENTARY,0.0
7137,1.0,5.0,4.0,ELEMENTARY,0.0
7139,1.0,41.0,3.0,ELEMENTARY,0.0
7141,2.0,5.0,1.0,ELEMENTARY,0.0
7142,2.0,68.0,4.0,ELEMENTARY,0.0
7145,1.0,70.0,1.0,ELEMENTARY,0.0
7146,1.0,186.0,4.0,ELEMENTARY,0.0
7159,2.0,32.0,4.0,ELEMENTARY,0.0
7160,1.0,19.0,4.0,ELEMENTARY,0.0
7162,2.0,56.0,1.0,ELEMENTARY,0.0
7167,2.0,8.0,1.0,ELEMENTARY,0.0
7170,2.0,18.0,4.0,ELEMENTARY,0.0
7171,1.0,20.0,2.0,ELEMENTARY,0.0
7172,1.0,4.0,3.0,ELEMENTARY,0.0
7181,1.0,58.0,3.0,ELEMENTARY,0.0
7183,2.0,23.0,1.0,ELEMENTARY,0.0
7189,2.0,28.0,3.0,ELEMENTARY,0.0
7192,2.0,27.0,3.0,ELEMENTARY,0.0
7199,1.0,26.0,2.0,ELEMENTARY,0.0
7200,2.0,41.0,1.0,ELEMENTARY,0.0
7204,2.0,17.0,1.0,ELEMENTARY,0.0
7214,2.0,34.0,4.0,ELEMENTARY,0.0
7216,1.0,23.0,1.0,ELEMENTARY,0.0
7219,1.0,16.0,3.0,ELEMENTARY,0.0
7226,1.0,897.0,3.0,ELEMENTARY,1.0
7228,1.0,15.0,2.0,ELEMENTARY,0.0
7229,2.0,5.0,3.0,ELEMENTARY,0.0
7230,2.0,29.0,1.0,ELEMENTARY,0.0
7232,2.0,59.0,1.0,ELEMENTARY,0.0
7236,2.0,10.0,3.0,ELEMENTARY,0.0
7240,1.0,1.0,4.0,ELEMENTARY,0.0
7252,2.0,25.0,1.0,ELEMENTARY,0.0
7256,2.0,2.0,1.0,ELEMENTARY,0.0
7263,1.0,52.0,1.0,ELEMENTARY,0.0
7265,2.0,33.0,4.0,ELEMENTARY,0.0
7273,1.0,7.0,3.0,ELEMENTARY,0.0
7286,2.0,24.0,3.0,ELEMENTARY,0.0
7289,1.0,158.0,4.0,ELEMENTARY,0.0
7292,2.0,8.0,3.0,ELEMENTARY,0.0
7298,1.0,353.0,4.0,ELEMENTARY,0.0
7301,2.0,15.0,3.0,ELEMENTARY,0.0
7307,2.0,1.0,1.0,ELEMENTARY,0.0
7311,1.0,14.0,1.0,ELEMENTARY,0.0
7312,1.0,71.0,1.0,ELEMENTARY,0.0
7314,2.0,59.0,1.0,ELEMENTARY,0.0
7318,1.0,22.0,3.0,ELEMENTARY,0.0
7324,1.0,231.0,3.0,HIGHSCHOOL,0.0
7343,2.0,44.0,4.0,ELEMENTARY,0.0
7346,1.0,67.0,3.0,ELEMENTARY,0.0
7349,2.0,228.0,1.0,HIGHSCHOOL,0.0
7351,2.0,25.0,1.0,ELEMENTARY,0.0
7352,2.0,38.0,3.0,ELEMENTARY,0.0
7356,2.0,5.0,1.0,ELEMENTARY,0.0
7357,1.0,26.0,3.0,ELEMENTARY,0.0
7360,1.0,52.0,1.0,ELEMENTARY,0.0
7376,2.0,67.0,4.0,ELEMENTARY,0.0
7383,1.0,58.0,1.0,ELEMENTARY,0.0
7384,2.0,25.0,5.0,ELEMENTARY,0.0
7389,1.0,18.0,2.0,ELEMENTARY,0.0
7397,1.0,18.0,5.0,ELEMENTARY,0.0
7399,1.0,19.0,3.0,ELEMENTARY,0.0
7402,1.0,1.0,3.0,ELEMENTARY,0.0
7404,2.0,12.0,3.0,ELEMENTARY,0.0
7410,1.0,13.0,3.0,ELEMENTARY,0.0
7442,1.0,20.0,3.0,ELEMENTARY,0.0
7446,2.0,42.0,3.0,ELEMENTARY,0.0
7452,2.0,62.0,4.0,ELEMENTARY,0.0
7459,1.0,60.0,4.0,ELEMENTARY,0.0
7460,1.0,34.0,4.0,ELEMENTARY,0.0
7462,2.0,61.0,1.0,ELEMENTARY,0.0
7469,1.0,1068.0,3.0,ELEMENTARY,1.0
7473,2.0,8.0,1.0,ELEMENTARY,0.0
7476,1.0,10.0,1.0,ELEMENTARY,0.0
7482,2.0,29.0,1.0,ELEMENTARY,0.0
7483,2.0,63.0,1.0,ELEMENTARY,0.0
7491,2.0,1068.0,3.0,HIGHSCHOOL,1.0
7493,2.0,11.0,5.0,ELEMENTARY,0.0
7495,1.0,2.0,1.0,ELEMENTARY,0.0
7500,1.0,5.0,3.0,ELEMENTARY,0.0
7501,2.0,4.0,4.0,ELEMENTARY,0.0
7505,1.0,70.0,3.0,ELEMENTARY,0.0
7507,1.0,38.0,4.0,ELEMENTARY,0.0
7514,2.0,11.0,3.0,ELEMENTARY,0.0
7516,2.0,56.0,4.0,ELEMENTARY,0.0
7521,2.0,4.0,1.0,ELEMENTARY,0.0
7523,1.0,32.0,3.0,ELEMENTARY,0.0
7525,1.0,185.0,4.0,ELEMENTARY,0.0
7527,2.0,3.0,1.0,ELEMENTARY,0.0
7534,1.0,26.0,1.0,ELEMENTARY,0.0
7539,1.0,5.0,1.0,ELEMENTARY,0.0
7561,1.0,493.0,4.0,COLLEGE,0.0
7564,1.0,15.0,1.0,ELEMENTARY,0.0
7565,2.0,33.0,1.0,ELEMENTARY,0.0
7568,2.0,3.0,3.0,ELEMENTARY,0.0
7585,1.0,23.0,4.0,ELEMENTARY,0.0
7588,1.0,1068.0,3.0,OTHERS,1.0
7589,1.0,3.0,1.0,ELEMENTARY,0.0
7595,2.0,302.0,1.0,OTHERS,0.0
7600,2.0,33.0,4.0,ELEMENTARY,0.0
7602,2.0,64.0,2.0,ELEMENTARY,0.0
7607,2.0,11.0,4.0,ELEMENTARY,0.0
7613,2.0,34.0,2.0,ELEMENTARY,0.0
7616,1.0,81.0,4.0,ELEMENTARY,0.0
7619,2.0,49.0,4.0,ELEMENTARY,0.0
7620,1.0,21.0,1.0,ELEMENTARY,0.0
7622,2.0,34.0,5.0,ELEMENTARY,0.0
7623,1.0,10.0,4.0,ELEMENTARY,0.0
7627,1.0,61.0,3.0,ELEMENTARY,0.0
7629,2.0,54.0,5.0,ELEMENTARY,0.0
7630,1.0,16.0,4.0,ELEMENTARY,0.0
7633,2.0,1068.0,5.0,OTHERS,1.0
7639,2.0,31.0,1.0,ELEMENTARY,0.0
7647,2.0,2.0,3.0,ELEMENTARY,0.0
7658,2.0,25.0,4.0,ELEMENTARY,0.0
7667,1.0,27.0,1.0,ELEMENTARY,0.0
7668,1.0,835.0,4.0,ELEMENTARY,0.0
7677,1.0,9.0,3.0,ELEMENTARY,0.0
7678,2.0,5.397605346934028e-79,1.0,ELEMENTARY,0.0
7679,1.0,11.0,5.0,ELEMENTARY,0.0
7681,1.0,3.0,1.0,ELEMENTARY,0.0
7682,2.0,24.0,1.0,ELEMENTARY,0.0
7684,2.0,321.0,1.0,ELEMENTARY,0.0
7687,1.0,71.0,1.0,ELEMENTARY,0.0
7689,1.0,85.0,4.0,ELEMENTARY,0.0
7691,1.0,5.0,4.0,ELEMENTARY,0.0
7693,1.0,9.0,2.0,ELEMENTARY,0.0
7712,1.0,19.0,3.0,ELEMENTARY,0.0
7720,2.0,5.0,4.0,ELEMENTARY,0.0
7741,2.0,29.0,4.0,ELEMENTARY,0.0
7742,1.0,4.0,3.0,ELEMENTARY,0.0
7749,1.0,61.0,1.0,ELEMENTARY,0.0
7764,1.0,44.0,4.0,ELEMENTARY,0.0
7769,2.0,34.0,3.0,ELEMENTARY,0.0
7772,2.0,71.0,4.0,ELEMENTARY,0.0
7775,1.0,56.0,1.0,ELEMENTARY,0.0
7784,2.0,26.0,4.0,ELEMENTARY,0.0
7790,2.0,2.0,1.0,ELEMENTARY,0.0
7796,2.0,3.0,4.0,ELEMENTARY,0.0
7800,2.0,39.0,1.0,ELEMENTARY,0.0
7803,2.0,52.0,4.0,ELEMENTARY,0.0
7808,1.0,41.0,4.0,ELEMENTARY,0.0
7812,1.0,123.0,3.0,ELEMENTARY,0.0
7816,1.0,51.0,1.0,ELEMENTARY,0.0
7818,2.0,17.0,3.0,ELEMENTARY,0.0
7822,2.0,31.0,4.0,ELEMENTARY,0.0
7823,1.0,14.0,4.0,ELEMENTARY,0.0
7824,2.0,10.0,3.0,ELEMENTARY,0.0
7825,1.0,8.0,3.0,ELEMENTARY,0.0
7828,1.0,31.0,4.0,ELEMENTARY,0.0
7832,1.0,28.0,3.0,ELEMENTARY,0.0
7833,2.0,510.0,3.0,HIGHSCHOOL,0.0
7846,1.0,20.0,3.0,ELEMENTARY,0.0
7848,2.0,445.0,3.0,ELEMENTARY,0.0
7852,1.0,9.0,4.0,ELEMENTARY,0.0
7857,1.0,34.0,5.0,ELEMENTARY,0.0
7861,1.0,595.0,1.0,ELEMENTARY,0.0
7871,2.0,217.0,1.0,ELEMENTARY,0.0
7875,2.0,20.0,1.0,ELEMENTARY,0.0
7881,1.0,45.0,3.0,ELEMENTARY,0.0
7885,2.0,63.0,4.0,ELEMENTARY,0.0
7887,2.0,5.397605346934028e-79,5.0,ELEMENTARY,0.0
7888,1.0,6.0,4.0,ELEMENTARY,0.0
7890,2.0,43.0,4.0,ELEMENTARY,0.0
7892,1.0,15.0,3.0,ELEMENTARY,0.0
7899,1.0,4.0,1.0,ELEMENTARY,0.0
7902,1.0,1.0,3.0,ELEMENTARY,0.0
7903,2.0,905.0,3.0,HIGHSCHOOL,1.0
7904,1.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
7906,1.0,48.0,4.0,ELEMENTARY,0.0
7911,1.0,71.0,3.0,ELEMENTARY,0.0
7920,1.0,89.0,4.0,ELEMENTARY,0.0
7923,2.0,19.0,3.0,ELEMENTARY,0.0
7940,2.0,11.0,4.0,ELEMENTARY,0.0
7942,2.0,8.0,1.0,ELEMENTARY,0.0
7947,2.0,130.0,1.0,ELEMENTARY,0.0
7956,2.0,19.0,4.0,ELEMENTARY,0.0
7960,2.0,178.0,3.0,ELEMENTARY,0.0
7975,1.0,32.0,1.0,ELEMENTARY,0.0
7978,1.0,2.0,1.0,ELEMENTARY,0.0
7979,1.0,1068.0,3.0,ELEMENTARY,1.0
7984,1.0,13.0,3.0,ELEMENTARY,0.0
7991,2.0,201.0,4.0,ELEMENTARY,0.0
8003,2.0,21.0,3.0,ELEMENTARY,0.0
8004,1.0,4.0,5.0,ELEMENTARY,0.0
8006,2.0,52.0,5.0,ELEMENTARY,0.0
8008,2.0,45.0,1.0,ELEMENTARY,0.0
8012,1.0,48.0,1.0,ELEMENTARY,0.0
8013,2.0,56.0,1.0,ELEMENTARY,0.0
8017,2.0,30.0,1.0,ELEMENTARY,0.0
8018,2.0,3.0,3.0,ELEMENTARY,0.0
8022,1.0,24.0,4.0,ELEMENTARY,0.0
8024,2.0,62.0,4.0,ELEMENTARY,0.0
8032,2.0,337.0,3.0,OTHERS,0.0
8033,2.0,31.0,1.0,ELEMENTARY,0.0
8039,1.0,477.0,3.0,HIGHSCHOOL,0.0
8040,1.0,40.0,4.0,ELEMENTARY,0.0
8047,1.0,225.0,3.0,HIGHSCHOOL,0.0
8049,1.0,4.0,2.0,ELEMENTARY,0.0
8055,2.0,4.0,1.0,ELEMENTARY,0.0
8056,2.0,8.0,3.0,ELEMENTARY,0.0
8061,1.0,8.0,4.0,ELEMENTARY,0.0
8069,1.0,28.0,4.0,ELEMENTARY,0.0
8071,1.0,3.0,3.0,ELEMENTARY,0.0
8073,2.0,16.0,4.0,ELEMENTARY,0.0
8074,1.0,22.0,4.0,ELEMENTARY,0.0
8085,2.0,48.0,5.0,ELEMENTARY,0.0
8091,2.0,50.0,4.0,ELEMENTARY,0.0
8092,1.0,43.0,5.0,ELEMENTARY,0.0
8094,2.0,55.0,1.0,ELEMENTARY,0.0
8097,1.0,9.0,1.0,ELEMENTARY,0.0
8101,1.0,10.0,3.0,ELEMENTARY,0.0
8104,2.0,56.0,1.0,ELEMENTARY,0.0
8108,1.0,66.0,5.0,ELEMENTARY,0.0
8109,1.0,70.0,1.0,ELEMENTARY,0.0
8113,2.0,15.0,4.0,ELEMENTARY,0.0
8116,2.0,439.0,5.0,COLLEGE,0.0
8128,1.0,36.0,3.0,ELEMENTARY,0.0
8130,2.0,17.0,4.0,ELEMENTARY,0.0
8131,2.0,28.0,3.0,ELEMENTARY,0.0
8135,2.0,10.0,1.0,ELEMENTARY,0.0
8137,1.0,34.0,4.0,ELEMENTARY,0.0
8143,2.0,6.0,3.0,ELEMENTARY,0.0
8149,1.0,14.0,3.0,ELEMENTARY,0.0
8153,2.0,30.0,4.0,ELEMENTARY,0.0
8160,2.0,376.0,1.0,ELEMENTARY,0.0
8172,2.0,23.0,2.0,ELEMENTARY,0.0
8181,2.0,46.0,2.0,ELEMENTARY,0.0
8183,2.0,43.0,5.0,ELEMENTARY,0.0
8186,1.0,23.0,3.0,ELEMENTARY,0.0
8199,2.0,54.0,4.0,ELEMENTARY,0.0
8203,1.0,38.0,3.0,ELEMENTARY,0.0
8204,2.0,11.0,4.0,ELEMENTARY,0.0
8205,2.0,37.0,3.0,ELEMENTARY,0.0
8206,2.0,27.0,2.0,ELEMENTARY,0.0
8214,1.0,29.0,1.0,ELEMENTARY,0.0
8215,1.0,61.0,4.0,ELEMENTARY,0.0
8234,2.0,920.0,3.0,OTHERS,1.0
8237,2.0,953.0,4.0,OTHERS,1.0
8239,1.0,58.0,5.0,ELEMENTARY,0.0
8242,1.0,28.0,1.0,ELEMENTARY,0.0
8250,1.0,7.0,1.0,ELEMENTARY,0.0
8253,1.0,734.0,4.0,OTHERS,0.0
8257,2.0,20.0,3.0,ELEMENTARY,0.0
8259,1.0,18.0,4.0,ELEMENTARY,0.0
8266,2.0,4.0,1.0,ELEMENTARY,0.0
8267,2.0,30.0,4.0,ELEMENTARY,0.0
8268,2.0,16.0,1.0,ELEMENTARY,0.0
8269,1.0,60.0,3.0,ELEMENTARY,0.0
8271,2.0,14.0,1.0,ELEMENTARY,0.0
8274,1.0,63.0,3.0,ELEMENTARY,0.0
8280,1.0,756.0,4.0,HIGHSCHOOL,0.0
8282,1.0,231.0,1.0,ELEMENTARY,0.0
8285,2.0,20.0,1.0,ELEMENTARY,0.0
8296,1.0,9.0,1.0,ELEMENTARY,0.0
8314,2.0,7.0,4.0,ELEMENTARY,0.0
8315,1.0,40.0,2.0,ELEMENTARY,0.0
8316,2.0,71.0,1.0,ELEMENTARY,0.0
8318,2.0,17.0,5.0,ELEMENTARY,0.0
8320,2.0,18.0,4.0,ELEMENTARY,0.0
8323,1.0,18.0,4.0,ELEMENTARY,0.0
8324,2.0,18.0,4.0,ELEMENTARY,0.0
8330,1.0,15.0,1.0,ELEMENTARY,0.0
8334,2.0,18.0,3.0,ELEMENTARY,0.0
8338,1.0,67.0,1.0,ELEMENTARY,0.0
8342,1.0,385.0,3.0,OTHERS,0.0
8359,2.0,21.0,4.0,ELEMENTARY,0.0
8361,2.0,56.0,1.0,ELEMENTARY,0.0
8365,2.0,67.0,2.0,ELEMENTARY,0.0
8369,2.0,22.0,4.0,ELEMENTARY,0.0
8373,2.0,38.0,4.0,ELEMENTARY,0.0
8381,1.0,63.0,1.0,ELEMENTARY,0.0
8382,2.0,27.0,4.0,ELEMENTARY,0.0
8383,1.0,46.0,1.0,ELEMENTARY,0.0
8388,2.0,49.0,1.0,ELEMENTARY,0.0
8390,1.0,5.397605346934028e-79,4.0,ELEMENTARY,0.0
8391,2.0,34.0,3.0,ELEMENTARY,0.0
8393,1.0,6.0,3.0,ELEMENTARY,0.0
8400,2.0,81.0,1.0,ELEMENTARY,0.0
8401,1.0,6.0,4.0,ELEMENTARY,0.0
8407,1.0,17.0,3.0,ELEMENTARY,0.0
8410,2.0,5.397605346934028e-79,3.0,ELEMENTARY,0.0
8412,2.0,33.0,3.0,ELEMENTARY,0.0
8415,1.0,14.0,4.0,ELEMENTARY,0.0
8417,1.0,7.0,1.0,ELEMENTARY,0.0
8418,1.0,520.0,1.0,ELEMENTARY,0.0
8428,2.0,15.0,4.0,ELEMENTARY,0.0
8430,1.0,11.0,3.0,ELEMENTARY,0.0
8436,2.0,77.0,5.0,ELEMENTARY,0.0
8445,2.0,206.0,1.0,ELEMENTARY,0.0
8447,1.0,67.0,3.0,ELEMENTARY,0.0
8458,2.0,8.0,3.0,ELEMENTARY,0.0
8463,1.0,1.0,3.0,ELEMENTARY,0.0
8469,2.0,39.0,4.0,ELEMENTARY,0.0
8470,2.0,27.0,3.0,ELEMENTARY,0.0
8471,1.0,502.0,5.0,OTHERS,0.0
8480,2.0,20.0,1.0,ELEMENTARY,0.0
8482,1.0,48.0,3.0,ELEMENTARY,0.0
8484,1.0,23.0,1.0,ELEMENTARY,0.0
8485,1.0,55.0,5.0,ELEMENTARY,0.0
8487,1.0,48.0,3.0,ELEMENTARY,0.0
8490,1.0,65.0,4.0,ELEMENTARY,0.0
8495,2.0,52.0,1.0,ELEMENTARY,0.0
8496,1.0,58.0,4.0,ELEMENTARY,0.0
8500,1.0,15.0,3.0,ELEMENTARY,0.0
8502,1.0,49.0,4.0,ELEMENTARY,0.0
8504,2.0,71.0,1.0,ELEMENTARY,0.0
8516,1.0,25.0,1.0,ELEMENTARY,0.0
8521,1.0,20.0,1.0,ELEMENTARY,0.0
8522,2.0,5.397605346934028e-79,1.0,ELEMENTARY,0.0
8524,2.0,56.0,3.0,ELEMENTARY,0.0
8525,2.0,50.0,5.0,ELEMENTARY,0.0
8531,2.0,25.0,1.0,ELEMENTARY,0.0
8534,2.0,96.0,1.0,ELEMENTARY,0.0
8540,2.0,12.0,3.0,ELEMENTARY,0.0
8545,1.0,21.0,1.0,ELEMENTARY,0.0
8553,1.0,44.0,3.0,ELEMENTARY,0.0
8558,1.0,49.0,4.0,ELEMENTARY,0.0
8559,2.0,22.0,4.0,ELEMENTARY,0.0
8560,2.0,43.0,1.0,ELEMENTARY,0.0
8567,2.0,59.0,1.0,ELEMENTARY,0.0
8572,2.0,84.0,3.0,ELEMENTARY,0.0
8574,1.0,12.0,3.0,ELEMENTARY,0.0
8576,1.0,33.0,3.0,ELEMENTARY,0.0
8577,2.0,6.0,5.0,ELEMENTARY,0.0
8579,1.0,37.0,1.0,ELEMENTARY,0.0
8582,2.0,19.0,3.0,ELEMENTARY,0.0
8584,1.0,18.0,1.0,ELEMENTARY,0.0
8585,2.0,977.0,3.0,COLLEGE,1.0
8597,2.0,26.0,5.0,ELEMENTARY,0.0
8610,2.0,65.0,1.0,ELEMENTARY,0.0
8611,1.0,43.0,4.0,ELEMENTARY,0.0
8613,2.0,41.0,1.0,ELEMENTARY,0.0
8615,1.0,179.0,1.0,ELEMENTARY,0.0
8618,1.0,32.0,1.0,ELEMENTARY,0.0
8622,1.0,9.0,3.0,ELEMENTARY,0.0
8623,2.0,44.0,3.0,ELEMENTARY,0.0
8629,1.0,32.0,1.0,ELEMENTARY,0.0
8630,1.0,1.0,1.0,ELEMENTARY,0.0
8635,1.0,22.0,1.0,ELEMENTARY,0.0
8639,1.0,26.0,1.0,ELEMENTARY,0.0
8640,1.0,15.0,4.0,ELEMENTARY,0.0
8651,1.0,27.0,4.0,ELEMENTARY,0.0
8654,1.0,747.0,1.0,OTHERS,0.0
8657,2.0,20.0,1.0,ELEMENTARY,0.0
8668,1.0,1068.0,3.0,OTHERS,1.0
8673,2.0,222.0,3.0,HIGHSCHOOL,0.0
8674,2.0,23.0,1.0,ELEMENTARY,0.0
8680,1.0,988.0,3.0,HIGHSCHOOL,1.0
8688,1.0,32.0,4.0,ELEMENTARY,0.0
8698,1.0,51.0,4.0,ELEMENTARY,0.0
8723,1.0,13.0,1.0,ELEMENTARY,0.0
8729,2.0,1068.0,3.0,HIGHSCHOOL,1.0
8730,1.0,4.0,3.0,ELEMENTARY,0.0
8732,1.0,519.0,3.0,OTHERS,0.0
8736,1.0,11.0,1.0,ELEMENTARY,0.0
8738,1.0,11.0,1.0,ELEMENTARY,0.0
8740,2.0,54.0,4.0,ELEMENTARY,0.0
8761,1.0,34.0,1.0,ELEMENTARY,0.0
8762,1.0,67.0,4.0,ELEMENTARY,0.0
8763,2.0,2.0,1.0,ELEMENTARY,0.0
8764,2.0,17.0,4.0,ELEMENTARY,0.0
8766,2.0,1.0,3.0,ELEMENTARY,0.0
8771,1.0,7.0,1.0,ELEMENTARY,0.0
8774,2.0,33.0,1.0,ELEMENTARY,0.0
8775,2.0,35.0,1.0,ELEMENTARY,0.0
8777,2.0,872.0,3.0,HIGHSCHOOL,1.0
8785,2.0,26.0,2.0,ELEMENTARY,0.0
8789,2.0,567.0,1.0,ELEMENTARY,0.0
8794,2.0,26.0,3.0,ELEMENTARY,0.0
8796,2.0,65.0,1.0,ELEMENTARY,0.0
8797,1.0,5.397605346934028e-79,4.0,ELEMENTARY,0.0
8799,2.0,7.0,1.0,ELEMENTARY,0.0
8801,2.0,7.0,1.0,ELEMENTARY,0.0
8806,1.0,6.0,1.0,ELEMENTARY,0.0
8815,2.0,18.0,4.0,ELEMENTARY,0.0
8817,1.0,318.0,4.0,OTHERS,0.0
8823,2.0,47.0,4.0,ELEMENTARY,0.0
8828,2.0,41.0,1.0,ELEMENTARY,0.0
8840,2.0,67.0,4.0,ELEMENTARY,0.0
8844,1.0,17.0,4.0,ELEMENTARY,0.0
8848,1.0,23.0,3.0,ELEMENTARY,0.0
8850,2.0,64.0,5.0,ELEMENTARY,0.0
8853,1.0,7.0,1.0,ELEMENTARY,0.0
8854,1.0,3.0,1.0,ELEMENTARY,0.0
8858,1.0,16.0,4.0,ELEMENTARY,0.0
8864,2.0,64.0,1.0,ELEMENTARY,0.0
8872,2.0,5.0,1.0,ELEMENTARY,0.0
8882,1.0,59.0,4.0,ELEMENTARY,0.0
8887,2.0,218.0,4.0,ELEMENTARY,0.0
8895,2.0,61.0,3.0,ELEMENTARY,0.0
8904,1.0,63.0,3.0,ELEMENTARY,0.0
8910,1.0,2.0,4.0,ELEMENTARY,0.0
8913,1.0,71.0,4.0,ELEMENTARY,0.0
8915,1.0,33.0,1.0,ELEMENTARY,0.0
8916,2.0,10.0,1.0,ELEMENTARY,0.0
8927,1.0,74.0,1.0,ELEMENTARY,0.0
8930,1.0,3.0,1.0,ELEMENTARY,0.0
8935,2.0,3.0,3.0,ELEMENTARY,0.0
8949,1.0,31.0,3.0,ELEMENTARY,0.0
8951,1.0,34.0,1.0,ELEMENTARY,0.0
8959,1.0,5.0,1.0,ELEMENTARY,0.0
8960,2.0,61.0,1.0,ELEMENTARY,0.0
8964,2.0,31.0,1.0,ELEMENTARY,0.0
8967,1.0,3.0,1.0,ELEMENTARY,0.0
8974,1.0,4.0,1.0,ELEMENTARY,0.0
8975,2.0,3.0,1.0,ELEMENTARY,0.0
8978,1.0,47.0,1.0,ELEMENTARY,0.0
8987,1.0,3.0,5.0,ELEMENTARY,0.0
8988,1.0,23.0,4.0,ELEMENTARY,0.0
8993,1.0,41.0,2.0,ELEMENTARY,0.0
8999,2.0,45.0,4.0,ELEMENTARY,0.0
9000,2.0,61.0,1.0,ELEMENTARY,0.0
9001,2.0,14.0,4.0,ELEMENTARY,0.0
9012,2.0,21.0,1.0,ELEMENTARY,0.0
9015,1.0,58.0,4.0,ELEMENTARY,0.0
9018,2.0,54.0,1.0,ELEMENTARY,0.0
9019,1.0,52.0,1.0,ELEMENTARY,0.0
9029,1.0,36.0,3.0,ELEMENTARY,0.0
9035,2.0,9.0,3.0,ELEMENTARY,0.0
9036,2.0,33.0,3.0,ELEMENTARY,0.0
9039,1.0,2.0,3.0,ELEMENTARY,0.0
9041,1.0,33.0,4.0,ELEMENTARY,0.0
9048,1.0,2.0,3.0,ELEMENTARY,0.0
9054,2.0,63.0,4.0,ELEMENTARY,0.0
9057,1.0,53.0,1.0,ELEMENTARY,0.0
9059,1.0,52.0,1.0,ELEMENTARY,0.0
9061,2.0,67.0,2.0,ELEMENTARY,0.0
9065,1.0,8.0,1.0,ELEMENTARY,0.0
9072,2.0,575.0,1.0,ELEMENTARY,0.0
9075,1.0,31.0,1.0,ELEMENTARY,0.0
9077,2.0,1068.0,3.0,COLLEGE,1.0
9079,2.0,55.0,4.0,ELEMENTARY,0.0
9080,2.0,32.0,3.0,ELEMENTARY,0.0
9095,1.0,20.0,3.0,ELEMENTARY,0.0
9097,2.0,3.0,1.0,ELEMENTARY,0.0
